,epoch,epoch_loss,inv_loss,var_loss,cov_loss,test_loss
0,0.0,19.90689057667623,21.000463858246803,124.50434029102325,520.8939210176468,4158.5140209198
1,1.0,19.151527491061326,15.724410884082317,130.96104687452316,167.96367543935776,3835.1001377105713
2,2.0,18.851738238107057,20.268291227519512,119.1967344880104,252.9167611002922,3739.5424098968506
3,3.0,18.177959308297392,20.185219258069992,114.46002495288849,261.7394968867302,3627.870595932007
4,4.0,17.607642233029196,24.155063182115555,103.03395807743073,443.1680153608322,3622.8935375213623
5,5.0,17.63030619569362,22.698651686310768,101.44223573803902,450.5970823764801,3554.119239807129
6,6.0,17.48089827937765,22.63468148559332,100.465965539217,377.4310768842697,3454.9472484588623
7,7.0,16.948506571326764,23.036821372807026,99.95423021912575,351.1779750585556,3425.954267501831
8,8.0,16.844297913515874,24.453610308468342,94.93033191561699,388.42592215538025,3373.024465560913
9,9.0,16.828328613449656,28.244173727929592,85.40103903412819,529.7776119709015,3370.9079360961914
10,10.0,16.42958046302727,26.267622232437134,87.45557701587677,487.7349008321762,3330.814872741699
11,11.0,16.53345276258904,23.70512944459915,89.9892800450325,403.6903383731842,3246.0505714416504
12,12.0,16.471128557036497,27.737930558621883,82.47533056139946,524.6694915294647,3280.001001358032
13,13.0,16.4103683894223,25.831989370286465,85.67344602942467,450.4205251932144,3238.056403160095
14,14.0,15.893346051317355,29.91163655370474,75.61330631375313,640.7265422344208,3278.850109100342
15,15.0,15.795028374286698,29.2085392922163,75.29092276096344,675.7822570800781,3288.268811225891
16,16.0,15.780986337567137,25.195304192602634,81.28369823098183,474.16837096214294,3136.1434288024902
17,17.0,15.955547406078594,30.623608708381653,71.07627385854721,713.3979301452637,3255.8950061798096
18,18.0,15.698650291583792,26.56199436634779,78.1484050154686,541.4811452627182,3159.241132736206
19,19.0,15.472769715327322,28.39417888224125,72.0170204937458,583.7668688297272,3094.046862602234
20,20.0,15.811848054706148,29.087623819708824,70.37112411856651,709.981329202652,3196.450036048889
21,21.0,15.36857565060143,28.35942544788122,71.11803668737411,587.7553168535233,3074.691869735718
22,22.0,15.697962751722716,28.021999061107635,70.81436023116112,603.837123632431,3074.7461013793945
23,23.0,15.011523293865299,30.773276418447495,63.769739270210266,757.5723288059235,3121.147729873657
24,24.0,15.049566945873568,28.578655257821083,68.05243062973022,633.244288444519,3049.0214443206787
25,25.0,14.705688747708038,30.913814321160316,62.53823274374008,775.7224371433258,3112.0236072540283
26,26.0,14.729106548406893,32.07425057888031,59.24727304279804,867.0490763187408,3150.087166786194
27,27.0,15.0204634968225,28.43808552622795,67.96993309259415,594.5653120279312,3004.7657766342163
28,28.0,14.727689598229373,30.85545751452446,58.95768950879574,895.3425545692444,3140.671242713928
29,29.0,14.788979652384501,29.014103829860687,64.82778212428093,640.4839832782745,2986.5311279296875
